"id","name","isFork","commits","branches","releases","forks","mainLanguage","defaultBranch","license","homepage","watchers","stargazers","contributors","size","createdAt","pushedAt","updatedAt","totalIssues","openIssues","totalPullRequests","openPullRequests","blankLines","codeLines","commentLines","metrics","lastCommit","lastCommitSHA","hasWiki","isArchived","isDisabled","isLocked","languages","labels","topics"
2343713,"avluis/hentoid",false,8407,3,152,78,"C","master","Apache License 2.0","https://discord.gg/QEZ3qk9",60,877,19,50592,"2015-06-20T04:02:14","2023-12-03T08:18:44","2024-01-01T04:58:08",917,175,205,0,27167,195174,25175,"[{""language"":""DOS Batch"",""commentLines"":6,""codeLines"":146,""blankLines"":51},{""language"":""ProGuard"",""commentLines"":92,""codeLines"":167,""blankLines"":34},{""language"":""Windows Resource File"",""commentLines"":0,""codeLines"":190,""blankLines"":15},{""language"":""Go"",""commentLines"":15,""codeLines"":20,""blankLines"":10},{""language"":""JSON"",""commentLines"":0,""codeLines"":1253,""blankLines"":0},{""language"":""Java"",""commentLines"":5217,""codeLines"":26853,""blankLines"":5949},{""language"":""C"",""commentLines"":7776,""codeLines"":64409,""blankLines"":7746},{""language"":""Gradle"",""commentLines"":89,""codeLines"":784,""blankLines"":108},{""language"":""Python"",""commentLines"":192,""codeLines"":422,""blankLines"":146},{""language"":""CSS"",""commentLines"":7,""codeLines"":71,""blankLines"":12},{""language"":""M4"",""commentLines"":44,""codeLines"":975,""blankLines"":116},{""language"":""HTML"",""commentLines"":0,""codeLines"":244,""blankLines"":15},{""language"":""XML"",""commentLines"":444,""codeLines"":26902,""blankLines"":1579},{""language"":""JavaScript"",""commentLines"":13,""codeLines"":164,""blankLines"":24},{""language"":""Bourne Shell"",""commentLines"":315,""codeLines"":1216,""blankLines"":153},{""language"":""SVG"",""commentLines"":0,""codeLines"":39,""blankLines"":0},{""language"":""make"",""commentLines"":47,""codeLines"":904,""blankLines"":167},{""language"":""Text"",""commentLines"":0,""codeLines"":1580,""blankLines"":522},{""language"":""C/C++ Header"",""commentLines"":6315,""codeLines"":24155,""blankLines"":3817},{""language"":""Markdown"",""commentLines"":12,""codeLines"":1198,""blankLines"":386},{""language"":""Kotlin"",""commentLines"":4180,""codeLines"":38964,""blankLines"":5489},{""language"":""CMake"",""commentLines"":191,""codeLines"":1044,""blankLines"":143},{""language"":""Properties"",""commentLines"":14,""codeLines"":22,""blankLines"":5},{""language"":""C++"",""commentLines"":206,""codeLines"":3452,""blankLines"":680}]","2023-11-29T02:04:43","9397b60f2ed4f74fa9ea046c9e3b212ed533ae79",true,false,false,false,"{""C"":4329135,""Kotlin"":1819851,""Java"":1543227,""C++"":180307,""CMake"":44472,""M4"":42737,""Shell"":41599,""Roff"":38560,""Makefile"":33752,""Python"":26865,""HTML"":6592,""JavaScript"":6327,""CSS"":1842,""Go"":1235}","[""bug"",""duplicate"",""enhancement"",""major feature"",""more info needed"",""needs testing"",""q&a"",""regression"",""source"",""technical"",""ux"",""wontfix""]","[""android-app"",""doujinshi"",""doujinshi-android"",""nhentai"",""tsumino""]"
3294734,"li-xiaojun/androidktx",false,756,2,274,68,"C","androidx",,,15,757,1,35657,"2018-12-04T06:13:15","2024-01-15T07:04:00","2024-01-12T01:33:45",27,2,0,0,8007,44705,9997,"[{""language"":""C"",""commentLines"":3393,""codeLines"":16358,""blankLines"":3120},{""language"":""C/C++ Header"",""commentLines"":1257,""codeLines"":1711,""blankLines"":645},{""language"":""YAML"",""commentLines"":0,""codeLines"":21,""blankLines"":5},{""language"":""make"",""commentLines"":0,""codeLines"":31,""blankLines"":5},{""language"":""SVG"",""commentLines"":0,""codeLines"":1,""blankLines"":0},{""language"":""Bourne Shell"",""commentLines"":22,""codeLines"":129,""blankLines"":21},{""language"":""JavaScript"",""commentLines"":36,""codeLines"":7,""blankLines"":2},{""language"":""Markdown"",""commentLines"":0,""codeLines"":500,""blankLines"":67},{""language"":""DOS Batch"",""commentLines"":2,""codeLines"":59,""blankLines"":23},{""language"":""ProGuard"",""commentLines"":107,""codeLines"":100,""blankLines"":45},{""language"":""Java"",""commentLines"":2746,""codeLines"":9999,""blankLines"":1976},{""language"":""Kotlin"",""commentLines"":1893,""codeLines"":10891,""blankLines"":1435},{""language"":""Gradle"",""commentLines"":14,""codeLines"":421,""blankLines"":42},{""language"":""CSS"",""commentLines"":2,""codeLines"":31,""blankLines"":10},{""language"":""Properties"",""commentLines"":13,""codeLines"":8,""blankLines"":0},{""language"":""HTML"",""commentLines"":0,""codeLines"":501,""blankLines"":44},{""language"":""XML"",""commentLines"":512,""codeLines"":3935,""blankLines"":567},{""language"":""JSON"",""commentLines"":0,""codeLines"":2,""blankLines"":0}]","2024-01-15T07:03:20","be459cd0a10a36a5298bc727c7d24660768c9c26",true,false,false,false,"{""C"":823076,""Java"":619089,""Kotlin"":550697,""HTML"":37184,""Makefile"":977}","[""bug"",""duplicate"",""enhancement"",""good first issue"",""help wanted"",""invalid"",""question"",""wontfix""]","[""android-kotlin"",""android-ktx"",""androidktx"",""kotlin""]"
3378649,"nickmcconnell/faangband",false,10252,3,175,16,"C","main",,"http://nickmcconnell.github.io/FAangband/",10,77,85,127289,"2010-11-27T02:11:30","2024-01-08T09:03:57","2024-01-04T03:43:33",344,63,60,2,47244,252915,60304,"[{""language"":""Windows Resource File"",""commentLines"":1,""codeLines"":145,""blankLines"":16},{""language"":""DOS Batch"",""commentLines"":1,""codeLines"":26,""blankLines"":8},{""language"":""CMake"",""commentLines"":262,""codeLines"":1303,""blankLines"":114},{""language"":""SVG"",""commentLines"":0,""codeLines"":107,""blankLines"":1},{""language"":""Text"",""commentLines"":0,""codeLines"":56649,""blankLines"":6044},{""language"":""YAML"",""commentLines"":88,""codeLines"":894,""blankLines"":149},{""language"":""TeX"",""commentLines"":1,""codeLines"":2,""blankLines"":3},{""language"":""Markdown"",""commentLines"":0,""codeLines"":184,""blankLines"":83},{""language"":""C/C++ Header"",""commentLines"":8405,""codeLines"":13855,""blankLines"":3169},{""language"":""make"",""commentLines"":47,""codeLines"":518,""blankLines"":92},{""language"":""XML"",""commentLines"":0,""codeLines"":3352,""blankLines"":0},{""language"":""Bourne Shell"",""commentLines"":521,""codeLines"":3538,""blankLines"":214},{""language"":""Visual Studio Solution"",""commentLines"":1,""codeLines"":23,""blankLines"":1},{""language"":""Perl"",""commentLines"":13,""codeLines"":160,""blankLines"":27},{""language"":""reStructuredText"",""commentLines"":82,""codeLines"":6560,""blankLines"":1572},{""language"":""M4"",""commentLines"":65,""codeLines"":1387,""blankLines"":144},{""language"":""C"",""commentLines"":49105,""codeLines"":159253,""blankLines"":34650},{""language"":""Python"",""commentLines"":42,""codeLines"":37,""blankLines"":18},{""language"":""CSS"",""commentLines"":54,""codeLines"":445,""blankLines"":126},{""language"":""Objective-C"",""commentLines"":1607,""codeLines"":4363,""blankLines"":788},{""language"":""HTML"",""commentLines"":0,""codeLines"":10,""blankLines"":1},{""language"":""Bourne Again Shell"",""commentLines"":9,""codeLines"":104,""blankLines"":24}]","2024-01-08T08:30:13","ac9366d67c1883096f1a882d2adc20d35d6a72d2",true,false,false,false,"{""C"":7505494,""Objective-C"":201400,""Makefile"":170052,""CMake"":69498,""M4"":55061,""Shell"":17530,""Roff"":10574,""CSS"":6613,""Perl"":5343}","[""c: build"",""c: documentation"",""c: gameplay"",""c: interface"",""c: main game"",""c: port specific"",""c: project admin"",""p: blocker"",""p: low"",""p: normal"",""r: duplicate"",""r: fixed (in main)"",""r: invalid"",""r: wontfix"",""r: worksforme"",""t: bug"",""t: change"",""t: enhancement""]","[""angband"",""c"",""game"",""roguelike""]"
3391974,"zpl-c/zpl",false,1406,2,169,39,"C","master","Other","https://blog.zpl.pw",20,902,11,4168,"2017-07-10T04:17:42","2023-09-05T08:45:45","2023-09-06T10:41:32",67,5,44,0,3858,17290,1681,"[{""language"":""Markdown"",""commentLines"":0,""codeLines"":173,""blankLines"":73},{""language"":""Bourne Shell"",""commentLines"":1,""codeLines"":18,""blankLines"":9},{""language"":""C/C++ Header"",""commentLines"":1334,""codeLines"":6773,""blankLines"":1548},{""language"":""YAML"",""commentLines"":9,""codeLines"":174,""blankLines"":14},{""language"":""make"",""commentLines"":0,""codeLines"":61,""blankLines"":14},{""language"":""XML"",""commentLines"":0,""codeLines"":63,""blankLines"":0},{""language"":""JavaScript"",""commentLines"":2,""codeLines"":141,""blankLines"":37},{""language"":""DOS Batch"",""commentLines"":6,""codeLines"":77,""blankLines"":36},{""language"":""CSV"",""commentLines"":0,""codeLines"":142,""blankLines"":2},{""language"":""C++"",""commentLines"":1,""codeLines"":29,""blankLines"":11},{""language"":""JSON5"",""commentLines"":17,""codeLines"":75,""blankLines"":17},{""language"":""CMake"",""commentLines"":1,""codeLines"":28,""blankLines"":7},{""language"":""Text"",""commentLines"":0,""codeLines"":1,""blankLines"":0},{""language"":""JSON"",""commentLines"":0,""codeLines"":40,""blankLines"":0},{""language"":""C"",""commentLines"":310,""codeLines"":9495,""blankLines"":2090}]","2023-09-05T08:45:42","5b69b508e195736dd0c61d8c67c97e56918f57d3",false,false,false,false,"{""C"":722814,""JavaScript"":5710,""Batchfile"":3780,""Makefile"":1465,""Roff"":1417,""CMake"":1020,""C++"":771,""Shell"":472}","[""backlog"",""bug"",""duplicate"",""enhancement"",""feature"",""help wanted"",""invalid"",""question"",""waiting for response"",""wontfix""]","[""c"",""cli"",""coroutines"",""cpp"",""cross-platform"",""csv-parser"",""hashing"",""header-only"",""helper"",""json5-parser"",""math"",""memory-allocation"",""memory-management"",""streaming-data"",""tar"",""thread-pool"",""threading"",""time"",""timer"",""zpl""]"
3395384,"opencog/link-grammar",false,13464,10,112,118,"C","master","GNU Lesser General Public License v2.1",,40,377,30,39436,"2014-11-15T09:00:05","2023-11-26T01:37:07","2023-12-20T03:09:26",350,83,1107,4,13085,89823,14544,"[{""language"":""C"",""commentLines"":8522,""codeLines"":29559,""blankLines"":5448},{""language"":""Python"",""commentLines"":444,""codeLines"":1845,""blankLines"":467},{""language"":""Tcl/Tk"",""commentLines"":8,""codeLines"":4,""blankLines"":3},{""language"":""Nemerle"",""commentLines"":0,""codeLines"":8119,""blankLines"":0},{""language"":""AsciiDoc"",""commentLines"":0,""codeLines"":6,""blankLines"":5},{""language"":""Visual Studio Solution"",""commentLines"":1,""codeLines"":74,""blankLines"":1},{""language"":""SQL"",""commentLines"":70,""codeLines"":930,""blankLines"":38},{""language"":""M4"",""commentLines"":75,""codeLines"":11370,""blankLines"":1747},{""language"":""C++"",""commentLines"":1262,""codeLines"":4976,""blankLines"":1203},{""language"":""YAML"",""commentLines"":0,""codeLines"":64,""blankLines"":9},{""language"":""Vala"",""commentLines"":1,""codeLines"":32,""blankLines"":6},{""language"":""Assembly"",""commentLines"":0,""codeLines"":12105,""blankLines"":0},{""language"":""CoffeeScript"",""commentLines"":2,""codeLines"":29,""blankLines"":10},{""language"":""Markdown"",""commentLines"":0,""codeLines"":4520,""blankLines"":1121},{""language"":""Puppet"",""commentLines"":0,""codeLines"":13,""blankLines"":0},{""language"":""JSON"",""commentLines"":0,""codeLines"":63,""blankLines"":0},{""language"":""Dockerfile"",""commentLines"":47,""codeLines"":57,""blankLines"":28},{""language"":""Logos"",""commentLines"":0,""codeLines"":81,""blankLines"":0},{""language"":""Lisp"",""commentLines"":102,""codeLines"":479,""blankLines"":137},{""language"":""Java"",""commentLines"":330,""codeLines"":1275,""blankLines"":157},{""language"":""Windows Module Definition"",""commentLines"":0,""codeLines"":30,""blankLines"":0},{""language"":""CMake"",""commentLines"":51,""codeLines"":113,""blankLines"":33},{""language"":""HTML"",""commentLines"":18,""codeLines"":187,""blankLines"":25},{""language"":""Bourne Again Shell"",""commentLines"":4,""codeLines"":49,""blankLines"":4},{""language"":""Perl"",""commentLines"":502,""codeLines"":1899,""blankLines"":386},{""language"":""Bourne Shell"",""commentLines"":91,""codeLines"":136,""blankLines"":40},{""language"":""Lex"",""commentLines"":30,""codeLines"":233,""blankLines"":54},{""language"":""TeX"",""commentLines"":9,""codeLines"":83,""blankLines"":3},{""language"":""Scheme"",""commentLines"":84,""codeLines"":112,""blankLines"":30},{""language"":""Haskell"",""commentLines"":0,""codeLines"":51,""blankLines"":0},{""language"":""Vala Header"",""commentLines"":29,""codeLines"":232,""blankLines"":11},{""language"":""Pascal"",""commentLines"":0,""codeLines"":134,""blankLines"":0},{""language"":""Yacc"",""commentLines"":0,""codeLines"":805,""blankLines"":0},{""language"":""C/C++ Header"",""commentLines"":2566,""codeLines"":5795,""blankLines"":1740},{""language"":""XML"",""commentLines"":0,""codeLines"":1870,""blankLines"":0},{""language"":""make"",""commentLines"":135,""codeLines"":1364,""blankLines"":206},{""language"":""JavaScript"",""commentLines"":13,""codeLines"":78,""blankLines"":12},{""language"":""DOS Batch"",""commentLines"":23,""codeLines"":185,""blankLines"":39},{""language"":""SWIG"",""commentLines"":50,""codeLines"":283,""blankLines"":54},{""language"":""Verilog-SystemVerilog"",""commentLines"":0,""codeLines"":334,""blankLines"":0},{""language"":""OCaml"",""commentLines"":75,""codeLines"":249,""blankLines"":68}]","2023-06-19T02:34:00","9439c738ab9b696888d5b0ec29749bb59c219a8e",false,false,false,false,"{""C"":1487151,""Roff"":705032,""M4"":440806,""C++"":407308,""Assembly"":139578,""Python"":110118,""Perl"":92326,""Java"":55036,""Makefile"":42665,""AutoIt"":23405,""Common Lisp"":21049,""OCaml"":14722,""Vala"":12445,""Yacc"":11946,""SWIG"":10613,""Shell"":9093,""Lex"":8617,""Scheme"":8132,""CMake"":7662,""HTML"":7327,""CoffeeScript"":7278,""Batchfile"":7104,""TeX"":5029,""Dockerfile"":4550,""JavaScript"":2159,""OpenEdge ABL"":1945,""V"":1936,""Tcl"":842,""Pascal"":86}","[""bug"",""dict-en"",""documetation"",""duplicate"",""enhancement"",""good first issue"",""help wanted"",""infrastructure"",""invalid"",""python"",""question"",""wontfix""]","[""english"",""grammar"",""link-grammar"",""natural-language"",""natural-language-processing"",""nlp"",""parser"",""russian""]"
3395501,"sflow/host-sflow",false,1060,3,107,52,"C","master","Other","http://sflow.net",15,134,4,7821,"2015-09-16T09:45:02","2024-01-08T06:59:40","2024-01-06T12:51:53",44,19,15,2,14463,87635,16099,"[{""language"":""Windows Resource File"",""commentLines"":8,""codeLines"":62,""blankLines"":8},{""language"":""CMake"",""commentLines"":30,""codeLines"":390,""blankLines"":67},{""language"":""C++"",""commentLines"":132,""codeLines"":297,""blankLines"":27},{""language"":""Bourne Again Shell"",""commentLines"":20,""codeLines"":321,""blankLines"":71},{""language"":""TNSDL"",""commentLines"":0,""codeLines"":74,""blankLines"":18},{""language"":""JSON"",""commentLines"":0,""codeLines"":696,""blankLines"":107},{""language"":""Go"",""commentLines"":32,""codeLines"":541,""blankLines"":37},{""language"":""XML"",""commentLines"":3,""codeLines"":1801,""blankLines"":0},{""language"":""Dockerfile"",""commentLines"":3,""codeLines"":311,""blankLines"":31},{""language"":""Ruby"",""commentLines"":245,""codeLines"":3180,""blankLines"":446},{""language"":""WiX source"",""commentLines"":2,""codeLines"":596,""blankLines"":63},{""language"":""Text"",""commentLines"":0,""codeLines"":65,""blankLines"":16},{""language"":""C"",""commentLines"":13260,""codeLines"":65085,""blankLines"":10508},{""language"":""Python"",""commentLines"":48,""codeLines"":386,""blankLines"":80},{""language"":""Markdown"",""commentLines"":0,""codeLines"":2355,""blankLines"":945},{""language"":""C/C++ Header"",""commentLines"":1744,""codeLines"":7731,""blankLines"":1413},{""language"":""make"",""commentLines"":228,""codeLines"":1385,""blankLines"":438},{""language"":""MSBuild script"",""commentLines"":0,""codeLines"":355,""blankLines"":0},{""language"":""Bourne Shell"",""commentLines"":294,""codeLines"":722,""blankLines"":154},{""language"":""Visual Studio Solution"",""commentLines"":2,""codeLines"":98,""blankLines"":2},{""language"":""YAML"",""commentLines"":48,""codeLines"":1184,""blankLines"":32}]","2024-01-08T06:59:32","08221c8c0db2562e5c5a82790dcde0d488767e8e",true,false,false,false,"{""C"":3307797,""Ruby"":131482,""Makefile"":55844,""Shell"":46357,""Python"":24536,""CMake"":17530,""Go"":16632,""C++"":15874,""Dockerfile"":9436}","[""bug"",""duplicate"",""enhancement"",""help wanted"",""invalid"",""question"",""wontfix""]","[]"
3459870,"keppysoftware/omnimidi",false,1075,1,775,36,"C","master","Other","https://keppysoftware.github.io/",18,327,9,299385,"2016-01-22T10:39:59","2023-09-14T08:43:02","2023-10-20T07:24:59",248,18,16,0,17363,195394,15081,"[{""language"":""Visual Basic"",""commentLines"":0,""codeLines"":1,""blankLines"":0},{""language"":""C"",""commentLines"":54,""codeLines"":32566,""blankLines"":5930},{""language"":""C#"",""commentLines"":3184,""codeLines"":19341,""blankLines"":2066},{""language"":""Markdown"",""commentLines"":0,""codeLines"":502,""blankLines"":107},{""language"":""MSBuild script"",""commentLines"":21,""codeLines"":1374,""blankLines"":0},{""language"":""Text"",""commentLines"":0,""codeLines"":275,""blankLines"":28},{""language"":""Visual Studio Solution"",""commentLines"":8,""codeLines"":218,""blankLines"":8},{""language"":""C/C++ Header"",""commentLines"":8947,""codeLines"":37437,""blankLines"":7314},{""language"":""YAML"",""commentLines"":1,""codeLines"":4,""blankLines"":1},{""language"":""make"",""commentLines"":13,""codeLines"":1,""blankLines"":2},{""language"":""DOS Batch"",""commentLines"":3,""codeLines"":62,""blankLines"":1},{""language"":""C++"",""commentLines"":338,""codeLines"":3644,""blankLines"":905},{""language"":""XSD"",""commentLines"":1,""codeLines"":140,""blankLines"":0},{""language"":""Windows Resource File"",""commentLines"":38,""codeLines"":73,""blankLines"":32},{""language"":""Windows Module Definition"",""commentLines"":0,""codeLines"":233,""blankLines"":0},{""language"":""JSON"",""commentLines"":0,""codeLines"":21,""blankLines"":0},{""language"":""C# Designer"",""commentLines"":992,""codeLines"":3225,""blankLines"":112},{""language"":""XML"",""commentLines"":1481,""codeLines"":96277,""blankLines"":857}]","2023-09-14T08:41:50","6ec4b55b4a9acc6dcb203f60d2adaacb1637c3d3",true,false,false,false,"{""C"":2005487,""C++"":1281589,""C#"":546498,""Inno Setup"":58924,""Batchfile"":2983,""Makefile"":517,""BASIC"":263}","[""bass library issue"",""bug"",""duplicate"",""enhancement"",""help request"",""host application issue"",""host operating system issue"",""invalid issue"",""lost/removed feature"",""missing information"",""out of dev's control"",""rejected"",""unsupported operating system"",""upcoming feature"",""user feedback""]","[""asio"",""audio"",""bassmidi-driver"",""driver"",""midi"",""midi-driver"",""omnimidi"",""professional"",""realtime"",""soundfont2-synthesizer-library"",""synthesizer""]"
3481666,"icing/mod_h2",false,1143,24,189,39,"C","master","Apache License 2.0","https://icing.github.io/mod_h2/",37,250,23,10181,"2015-03-10T02:57:40","2023-11-23T12:38:46","2023-11-07T04:56:10",200,13,72,1,4801,31975,4622,"[{""language"":""make"",""commentLines"":49,""codeLines"":121,""blankLines"":37},{""language"":""YAML"",""commentLines"":4,""codeLines"":99,""blankLines"":15},{""language"":""Dockerfile"",""commentLines"":0,""codeLines"":53,""blankLines"":15},{""language"":""C/C++ Header"",""commentLines"":1698,""codeLines"":1284,""blankLines"":560},{""language"":""Bourne Shell"",""commentLines"":13,""codeLines"":164,""blankLines"":38},{""language"":""Markdown"",""commentLines"":0,""codeLines"":579,""blankLines"":287},{""language"":""HTML"",""commentLines"":18,""codeLines"":998,""blankLines"":54},{""language"":""Python"",""commentLines"":586,""codeLines"":6425,""blankLines"":949},{""language"":""CSS"",""commentLines"":242,""codeLines"":2421,""blankLines"":450},{""language"":""C"",""commentLines"":2005,""codeLines"":17063,""blankLines"":2318},{""language"":""M4"",""commentLines"":4,""codeLines"":391,""blankLines"":65},{""language"":""Text"",""commentLines"":0,""codeLines"":1380,""blankLines"":7},{""language"":""JavaScript"",""commentLines"":3,""codeLines"":976,""blankLines"":4},{""language"":""JSON"",""commentLines"":0,""codeLines"":21,""blankLines"":2}]","2023-11-23T12:38:43","aabaee98402d4ef7b4e6196f82d3533d1d8f282c",true,false,false,false,"{""C"":862002,""Python"":302928,""HTML"":75447,""CSS"":62168,""M4"":16888,""Shell"":5362,""Makefile"":5356,""Dockerfile"":2765,""JavaScript"":839}","[""bug"",""duplicate"",""enhancement"",""fix-available"",""help wanted"",""httpd 2.4.18"",""implemented"",""invalid"",""proxy"",""question"",""wontfix""]","[]"
3482426,"mathworks/buildroot",false,68919,3,103,10,"C","master",,"https://github.com/buildroot/buildroot.git",3,23,335,197882,"2015-08-04T04:42:01","2023-10-13T06:42:51","2023-05-25T01:47:00",7,6,3,0,77829,332012,252520,"[{""language"":""Bourne Shell"",""commentLines"":1969,""codeLines"":13306,""blankLines"":2117},{""language"":""Pascal"",""commentLines"":0,""codeLines"":2257,""blankLines"":0},{""language"":""Yacc"",""commentLines"":33,""codeLines"":638,""blankLines"":111},{""language"":""Lua"",""commentLines"":3,""codeLines"":378,""blankLines"":30},{""language"":""Lex"",""commentLines"":12,""codeLines"":317,""blankLines"":43},{""language"":""CSV"",""commentLines"":0,""codeLines"":65,""blankLines"":8},{""language"":""Glade"",""commentLines"":0,""codeLines"":603,""blankLines"":58},{""language"":""Bourne Again Shell"",""commentLines"":692,""codeLines"":2003,""blankLines"":452},{""language"":""Forth"",""commentLines"":5,""codeLines"":36,""blankLines"":6},{""language"":""HTML"",""commentLines"":56,""codeLines"":8243,""blankLines"":718},{""language"":""CSS"",""commentLines"":20,""codeLines"":357,""blankLines"":67},{""language"":""DOS Batch"",""commentLines"":0,""codeLines"":424,""blankLines"":65},{""language"":""SVG"",""commentLines"":0,""codeLines"":3,""blankLines"":0},{""language"":""Perl"",""commentLines"":223,""codeLines"":1147,""blankLines"":312},{""language"":""make"",""commentLines"":24183,""codeLines"":85994,""blankLines"":18872},{""language"":""Text"",""commentLines"":0,""codeLines"":16468,""blankLines"":5107},{""language"":""C/C++ Header"",""commentLines"":32267,""codeLines"":65023,""blankLines"":10374},{""language"":""INI"",""commentLines"":0,""codeLines"":29,""blankLines"":11},{""language"":""JavaScript"",""commentLines"":1,""codeLines"":99,""blankLines"":15},{""language"":""XML"",""commentLines"":67,""codeLines"":1847,""blankLines"":2},{""language"":""Markdown"",""commentLines"":0,""codeLines"":195,""blankLines"":55},{""language"":""C++"",""commentLines"":61,""codeLines"":1599,""blankLines"":235},{""language"":""CMake"",""commentLines"":33,""codeLines"":99,""blankLines"":12},{""language"":""Tcl/Tk"",""commentLines"":60,""codeLines"":244,""blankLines"":54},{""language"":""Java"",""commentLines"":0,""codeLines"":111,""blankLines"":14},{""language"":""M4"",""commentLines"":3,""codeLines"":71,""blankLines"":14},{""language"":""Diff"",""commentLines"":39261,""codeLines"":65279,""blankLines"":13763},{""language"":""GLSL"",""commentLines"":0,""codeLines"":11,""blankLines"":0},{""language"":""Dockerfile"",""commentLines"":11,""codeLines"":48,""blankLines"":8},{""language"":""JSON"",""commentLines"":0,""codeLines"":63,""blankLines"":0},{""language"":""Python"",""commentLines"":5751,""codeLines"":16589,""blankLines"":4365},{""language"":""C"",""commentLines"":147734,""codeLines"":47783,""blankLines"":20905},{""language"":""YAML"",""commentLines"":75,""codeLines"":683,""blankLines"":36}]","2023-10-13T06:42:43","593c7ec502832a33c3f2113a2ec9b2ccc53a4929",true,false,false,false,"{""C"":22348085,""Makefile"":4148911,""Python"":903854,""Shell"":423186,""HTML"":183832,""C++"":53200,""Perl"":47532,""Yacc"":16797,""Batchfile"":13621,""Lua"":13326,""Tcl"":10820,""Lex"":6706,""CMake"":5477,""Arc"":3369,""M4"":3274,""Java"":2971,""Dockerfile"":2029,""Forth"":1905,""Ruby"":1764,""GLSL"":690,""Gnuplot"":404,""JavaScript"":284,""SMT"":211}","[""bug"",""duplicate"",""enhancement"",""help wanted"",""invalid"",""question"",""wontfix""]","[]"
3484192,"apple/cups",false,2533,10,156,462,"C","master","Apache License 2.0","https://www.cups.org",105,1784,45,105752,"2015-10-12T10:33:18","2023-11-27T06:05:57","2023-12-31T02:14:01",5872,128,269,11,98299,317987,78666,"[{""language"":""C/C++ Header"",""commentLines"":4510,""codeLines"":9859,""blankLines"":2114},{""language"":""make"",""commentLines"":1334,""codeLines"":2575,""blankLines"":1224},{""language"":""YAML"",""commentLines"":0,""codeLines"":7,""blankLines"":0},{""language"":""Markdown"",""commentLines"":0,""codeLines"":2038,""blankLines"":569},{""language"":""XML"",""commentLines"":0,""codeLines"":2611,""blankLines"":0},{""language"":""Bourne Shell"",""commentLines"":1593,""codeLines"":13302,""blankLines"":1888},{""language"":""Visual Studio Solution"",""commentLines"":1,""codeLines"":89,""blankLines"":0},{""language"":""PO File"",""commentLines"":24801,""codeLines"":98431,""blankLines"":43957},{""language"":""CSS"",""commentLines"":7,""codeLines"":1010,""blankLines"":143},{""language"":""HTML"",""commentLines"":3446,""codeLines"":25637,""blankLines"":4533},{""language"":""C"",""commentLines"":41047,""codeLines"":146859,""blankLines"":41239},{""language"":""SVG"",""commentLines"":7,""codeLines"":3445,""blankLines"":1},{""language"":""M4"",""commentLines"":250,""codeLines"":1926,""blankLines"":319},{""language"":""Patran Command Language"",""commentLines"":0,""codeLines"":60,""blankLines"":0},{""language"":""PHP"",""commentLines"":0,""codeLines"":20,""blankLines"":0},{""language"":""DOS Batch"",""commentLines"":0,""codeLines"":4,""blankLines"":1},{""language"":""Expect"",""commentLines"":0,""codeLines"":64,""blankLines"":0},{""language"":""Windows Resource File"",""commentLines"":19,""codeLines"":44,""blankLines"":12},{""language"":""Windows Module Definition"",""commentLines"":0,""codeLines"":595,""blankLines"":0},{""language"":""Text"",""commentLines"":0,""codeLines"":790,""blankLines"":149},{""language"":""C++"",""commentLines"":1651,""codeLines"":8621,""blankLines"":2150}]","2023-10-27T11:19:49","a8968fc4257322b1e4e191c4bccedea98d7b053e",true,false,false,false,"{""C"":6679173,""C++"":326920,""Makefile"":83323,""M4"":70279,""Shell"":61092,""Roff"":24717,""HTML"":2142,""PostScript"":540,""Batchfile"":192}","[""bug"",""contributor-agreement"",""duplicate"",""enhancement"",""investigating"",""performance"",""platform issue"",""priority-high"",""priority-low"",""priority-medium"",""question"",""security"",""third-party"",""unable-to-reproduce"",""wontfix""]","[""ipp"",""ipp-protocol"",""printer"",""printing"",""snmp""]"
